Withdraw Date,Wallet Id,Transaction Number,Dollar ,Paid ,Reason
12/02/2018 17:21,XpgR6uhDw4WcUiJCacJFBTeYesJsFzbnA2,19838,0.5,,
12/02/2018 17:21,Xg1PNyZbnQDsMRydQ8B4P1YAPGrix4PJYr,19839,0.5,,
12/02/2018 17:22,XkZiTruXVzTM5USBS23knNxAguj6jht5GH,19840,0.5,,
12/02/2018 17:23,Xymsi68qGYFmxTBoGjEDSBFZR3GaacUAax,19841,0.5,,
12/02/2018 17:23,Xmt1TrTP7zXdHVjSvYNqeKcdoPw2vrZB5X,19842,0.5,,
12/02/2018 17:23,Xqm5KGvC9Hq77kDAmU7JyyXtXTn4QDdRv3,19843,0.5,,
12/02/2018 17:23,XiGTrAm6cQSEWvpXxttABfkGt1U4QcFizW,19844,0.5,,
12/02/2018 17:23,Xdg1xYhN1VLPipxcewQokkoH8yk7nZk5Vt,19845,0.5,,
12/02/2018 17:23,XkHD4ZKTsvN6tWf4RKMHjCtTjC6Ftu71gs,19846,2,,
12/02/2018 17:23,XoY66B8N1nh6GMdi1CxD8BsU5R6AuUnKGN,19847,0.5,,
12/02/2018 17:23,XqoTMqNudhFJwgjpnyD7cRP7N9Zb9LxMDf,19848,0.5,,
12/02/2018 17:23,XwGzJ3vmzh8ZnWThn6Pt3HhtVUNoM3recW,19849,0.5,,
12/02/2018 17:23,XgiQSWKpc4VU9mmQ9UvMGssdLyxgLktf59,19850,0.5,,
12/02/2018 17:24,XhQaptNQGB8KjtsBUaBN1ToVCqhcKrxi82,19851,2,,
12/02/2018 17:24,XmFnao8LkufvYAofsDPuwG2AL86HfMcWwo,19852,0.5,,
12/02/2018 17:24,XrRrvLoT6cJ4uzTNWPbrkJiWc7JMZRjtxS,19853,0.5,,
12/02/2018 17:25,XpLtzfBL5ypsbq1TQpdrqQCEtjXHUWsGX5,19854,0.5,,
12/02/2018 17:25,Xt6QAZxbC8KgBaajDULMt12GCFEhp3kxZm,19855,0.5,,
12/02/2018 17:25,XiH2k8vEtS7dabZgHfFTm3N7KfAX3sDdoi,19856,0.5,,
12/02/2018 17:25,XgqBLxHfP8jcNoFQDw5R6DbC1xNrJ3zVtc,19857,0.5,,
12/02/2018 17:26,XrWqymh8zHzP5mddnfLRoPQnMvuFao4sbM,19858,0.5,,
12/02/2018 17:27,XdzUTqA1zrX3wn4cE4mZopD3YsRR6cQDPQ,19859,0.5,,
12/02/2018 17:27,XwwSMggsfSzdo9iLChqVdYX1HDzMnkERp5,19860,0.5,,
12/02/2018 17:27,XtQTTmBq7BQLCQwpMwq47nvLTdt1E26skb,19861,0.5,,
12/02/2018 17:28,XgxY3TvDLdArNh4jpaJhVGVpNUHy13Jp7T,19862,0.5,,
12/02/2018 17:28,XnMCHUAnHYEnf33kexromGaj7zdFcaHZnY,19863,0.5,,
12/02/2018 17:28,XvTjL8wX4TCy13JNirfkSQFsFkBy5b9rjF,19864,0.5,,
12/02/2018 17:28,XrQndZADRLkG9CYb5tynZxZr8WrT6fyUdN,19865,2.5,,
12/02/2018 17:29,Xq76mwFyQxSyCxVTd8RtcB412hTR4zZs9n,19866,0.5,,
12/02/2018 17:29,Xmt3TTVMapqt1yrWx1FT7U4UQsChRNqxJX,19867,0.5,,
12/02/2018 17:29,Xpgu5Nh1CgxMqiUG1Areccz4SjDwCL9LxH,19868,0.5,,
12/02/2018 17:29,XdySZuzMB8dTKmSM4okU9VUpVo4qmUY3J2,19869,0.5,,
12/02/2018 17:30,XncJMa3BqPSiwie9dd68osXxZLfzBGxHyZ,19870,0.5,,
12/02/2018 17:30,XoP3UPmuCUir4MnrMtSt4MtWNjKkRed65Q,19871,0.5,,
12/02/2018 17:30,Xgoi2qvZzMEpfNJNbynhM36fbH4M1b5qpH,19872,0.5,,
12/02/2018 17:31,XvHJCVDkRNMAqfVxZqGFfDSD9hFdx6u3Bu,19873,0.5,,
12/02/2018 17:31,XcfhWcUDMwLpAwptMuU7s9qCMsVqZEn8Z8,19874,0.5,,
12/02/2018 17:31,Xpa2VUazg7EURTgbDXCcnAd4yHw38DPKcq,19875,0.5,,
12/02/2018 17:31,Xrm5457mN2EV2o5vnqo3QmUDB2YaebWPsw,19876,0.5,,
12/02/2018 17:31,XytcZJPE1DdJhkddVV4ExYnjJTLjTthwgn,19877,0.5,,
12/02/2018 17:31,XjePUpADGmu5vMJ9iXguqWgYFaSjsV6ZMJ,19878,0.5,,
12/02/2018 17:32,XtrdNTwn1bKNNRDHiRFAewH696Z7c2P1mm,19879,0.5,,
12/02/2018 17:32,Xj4iUtN4vevjwPuZwrNvYKK6vGrtXDCPnD,19880,0.5,,
12/02/2018 17:33,XvnzyrgJLefjCMLs1n8sP998ejqDXeVYCM,19881,0.5,,
12/02/2018 17:33,XkgFy2dfmJhLGsjeTLzwGT9VEExcEcsgrt,19882,0.5,,
12/02/2018 17:33,XonoucMmu9s1r3hzUPRz3NY1VA9YsGNNmN,19883,0.5,,
12/02/2018 17:34,Xm48g8uNAL8SuXmUv4ofdtsTYA9S3KEydS,19884,0.5,,
12/02/2018 17:34,Xxv2hBBSRgmLyZuH1RZqVqdyxDexBuRHjy,19885,0.5,,
12/02/2018 17:34,XkgonuGZwAFtSE52wg6jCTzrR5ZJYZGsac,19886,0.5,,
12/02/2018 17:34,Xqjz6YWB9aXxnVuzTsoak5CxdSpP1eA5LE,19887,0.5,,
12/02/2018 17:34,XraJx2PQ4LrjE57aTycu8HmSU4wtKZwbgj,19888,0.5,,
12/02/2018 17:35,XrJuuqhJ7iuGzNwahQFWn92ntYmhUNzWev,19889,0.5,,
12/02/2018 17:35,XiXgDVGsU99WoKGchwU23KwrBxD3XREAML,19890,0.5,,
12/02/2018 17:36,XtFaFswLj5vGEKFuP5gDkGxJMeTZxpQjrv,19891,0.5,,
12/02/2018 17:36,XdsCaqrwUygFTKvh9ce6U5dXCcDFNvXrq9,19892,0.5,,
12/02/2018 17:37,Xf5U8ZzSAebfUsSDUzwY8bx5kicE82yxwo,19893,0.5,,
12/02/2018 17:37,XirRuv6Qia8iNoHgK56bAfeVDxZUnh6Tsu,19894,1,,
12/02/2018 17:37,XucL4BZGoVarvVxdbd49ftwuXa6tc8cuRG,19895,0.5,,
12/02/2018 17:38,XeowuHiyYApagZnvri8JrFwnYiJoamG4qD,19896,0.5,,
12/02/2018 17:38,XrHXintAjtGSNbKdjuD9BjPPYmTHgUmg2L,19897,0.5,,
12/02/2018 17:38,XoByGYgNm1VUjdaaVsvDn64RBvA3UNUdXV,19898,0.5,,
12/02/2018 17:38,XnrjtmaosN1oM2LrGpQMoZV7vcs1ueADpv,19899,0.5,,
12/02/2018 17:38,Xjvcmc3GgQSK9abHNRq1zo8uKbh1kYNB8r,19900,0.5,,
12/02/2018 17:38,XuCCy4G2EVqYpcxojBb8pd2j5iSEDtNjVK,19901,0.5,,
12/02/2018 17:39,Xobf6YJcQrj7gMYkqwt1yHHA3nGPjsnokw,19902,0.5,,
12/02/2018 17:39,XepxFhMNqkrfUnoYPQjXLXQ4JwcdG6ZJjR,19903,0.5,,
12/02/2018 17:39,XbBouwZQjzgHfDS4YyRBASarFbaGA3kAnK,19904,0.5,,
12/02/2018 17:39,Xie7CqhSAzGJZkaddcPpYUGnvp4yRuCVXN,19905,1,,
12/02/2018 17:40,Xu4jpCqV2xwTquLodF9ctZX9ULBHVQXVQ9,19906,0.5,,
12/02/2018 17:40,Xrk7SsV97fD6dKtbJ9vpryfMd5oMy5txYu,19907,0.5,,
12/02/2018 17:40,XxQRpu4dMCQYhHQQRVyyuFKANZQET7L5qV,19908,0.5,,
12/02/2018 17:40,XoChUef2FshL9mbeDrNkb58Egwj8XgfuTW,19909,0.5,,
12/02/2018 17:41,XoGTYG2MNyj6w3X9pww5Yvxd1ZbB3JQmhj,19910,1,,
12/02/2018 17:41,Xmm9vSfda9rXL9J3vp6evQRk3Yr1T1Q6Ev,19911,0.5,,
12/02/2018 17:41,Xj6VEEvJGeuNQp4eA1yvdDe8g6oM28Vh9G,19912,0.5,,
12/02/2018 17:41,XuNosCYaoAwMXj9gD9gbjP57HdSAVJiJj4,19913,0.5,,
12/02/2018 17:42,Xbn4mBroVehZ9uTtush2EojH4jkuGMmdHa,19914,0.5,,
12/02/2018 17:42,XuuWpNJEcCbQAWtM8ApJWX1XBuHLu2XJzD,19915,0.5,,
12/02/2018 17:43,XvCznVvhh4xBnFvYZvW5W5PkQ9RsoFzm3Z,19916,0.5,,
12/02/2018 17:44,XbeM1SLQAxZSPAKNefxbEN8sW3V5Um8o5e,19917,1,,
12/02/2018 17:44,XhSc65gLmYKNeNrRzThaiBEzSWBJccHx6W,19918,0.5,,
12/02/2018 17:44,XcXYCqmhiD92NQHL7mUtgfV8U44heWTokE,19919,0.5,,
12/02/2018 17:45,Xd1q6Zg3T7f82USkUdM796hBSEUFPhGypC,19920,0.5,,
12/02/2018 17:45,XhsQibj75hjnR3516AWtiDZsSGMyRziZEk,19921,0.5,,
12/02/2018 17:46,Xdy7wLormEH44G8FxMXUccBHBGzjJmjZ6Y,19922,0.5,,
12/02/2018 17:47,XjkA9Q83dPeH28LePSZCHY1upKeCPFV7i6,19923,2,,
12/02/2018 17:48,XiWxfA1iSxPSzDdckij6FHMyTwTwLvWGLG,19924,0.5,,
12/02/2018 17:48,XsY9hXNYaYZJHdk6xQs8TeHqhJQD4nQ7hU,19925,2,,
12/02/2018 17:48,XpNkPLkfJ7gWwFkskBp43EafNR4Jx5LMCC,19926,0.5,,
12/02/2018 17:49,XfTSne9gk7ngikCon1NoVja3Kqp2WnoaXM,19927,0.5,,
12/02/2018 17:49,XwSLbSnBFXVd2J3eZ9ySQSK54wGESixVVB,19928,0.5,,
12/02/2018 17:49,Xb2hGQUuoyEd6je84PH7TWh9aSqi77M22v,19929,0.5,,
12/02/2018 17:49,XfPNzMtbKu2USniJ2WHbNH8LkDuiDZKhEn,19930,0.5,,
12/02/2018 17:50,XcgVwgbrEaq91TA7N6kJEP7xxQ8UGPxrnb,19931,4.5,,
12/02/2018 17:51,XmsawJTwavukN5iRMhwVYvVmjChPLRuNZG,19932,0.5,,
12/02/2018 17:51,XcytshVfHpg6Y8Yzo6g5mw2UAevR3s29Us,19933,0.5,,
12/02/2018 17:51,XmiUFNXdHm9BE286SiHG9d6j5PbroK2xwW,19934,0.5,,
12/02/2018 17:52,XdNRGs69u7oErJtWs13mi6cqbBVqy2Qhkz,19935,0.5,,
12/02/2018 17:52,XsbRvAQMWL41Q55ZDLcNb2sFJo5JajVZQB,19936,1.5,,
12/02/2018 17:53,XvFUutuEMDocn8T1k6oUyZ54oVEv52pmh2,19937,0.5,,
12/02/2018 17:53,XmUsWXfgTGLeqeX5jy9N9eRvmhDcUDeABm,19938,0.5,,
12/02/2018 17:53,Xtfesknw2d7XGiz1Q3FDVuBT3cGPVmUUjP,19939,1,,
12/02/2018 17:53,XxLQ4XzJ5WyVgdDF57jFoPWR99A1EPH2Fz,19940,0.5,,
12/02/2018 17:53,XqzTmifrxuvsbisR6wxM6LoT8yqutSidK2,19941,0.5,,
12/02/2018 17:53,XcePpcsV4c4wE4vFQxCLjqwjbh9L6Lunsm,19942,0.5,,
12/02/2018 17:54,XrAURJMBKAvUagAJciS37ZvSczLRHgaqCz,19943,0.5,,
12/02/2018 17:54,XsuAWDcZQWznx2oafwruABK8efYFV1u2h1,19944,0.5,,
12/02/2018 17:54,XsPrRi9XGz339MaJKFtSFWWzfDLBmxmNsD,19945,0.5,,
12/02/2018 17:55,XeBpCmKf2LX5yvDz3NgHpG6E9pdc3mEMYH,19946,0.5,,
12/02/2018 17:55,XqAk9ySAZhNJYLTWPaAyHPrc522jKQcWbu,19947,0.5,,
12/02/2018 17:55,XhVZYAyqNQqG83RdZehJCPXHmTnEjWAsUR,19948,1,,
12/02/2018 17:55,XqiarTtiKKDSE1nrTty1tDUC7S7N6FNxMg,19949,0.5,,
12/02/2018 17:55,XntF2MUV8b6Bu2VzohaPdshSZNCSDpeaze,19950,1,,
12/02/2018 17:55,XwTnEPUsoA8iDxLjbCtqpRRfwjxhhBaw2s,19951,0.5,,
12/02/2018 17:56,XyphH78jkZsuThnWU5n5jFygnMoerbutrf,19952,0.5,,
12/02/2018 17:56,XyXhNSxSfjGMJ6wEh4XQeqJnDiwDPnVsez,19953,1,,
12/02/2018 17:56,XgrmoX8DvkXE6TBzk4jUW6qtBT4syFnsui,19954,0.5,,
12/02/2018 17:56,XpFq3EzFXHVReDFoh5dRYhef154Jc9ffsC,19955,0.5,,
12/02/2018 17:57,Xp4QJkubh4vSJBX7zGUQwvJCAWVguRqUe3,19956,0.5,,
12/02/2018 17:57,Xxfc78GEGH1RiUncX6aWFk1U5J3DHuHANG,19957,0.5,,
12/02/2018 17:57,XmjvxECZT1NXgzMyUheHsn3EgRB2yEbdq7,19958,0.5,,
12/02/2018 17:57,Xu261exgkUYgqyEajJcUJHwBFZea2BQ3bX,19959,0.5,,
12/02/2018 17:57,XerZ25J9iphtjqY7NswRHxpNbaAnjG9ZmQ,19960,0.5,,
12/02/2018 17:57,Xiz2oV2CMu556RMH4XKrzJFPDxjsvWbA7x,19961,0.5,,
12/02/2018 17:58,XrvEKEaQKbPc1i9ed95finFnSDhg5WLprS,19962,0.5,,
12/02/2018 17:58,Xccu24MwrjCycn5ikbF3RMRY2TWfJ2qsgW,19963,0.5,,
12/02/2018 17:58,Xmn9ifdkKixHWDor2qQMvKR9cJ4ZZELthY,19964,0.5,,
12/02/2018 17:58,XbJaB3VQgnYT8PnhAy79Qt1cAE9TTNdFC8,19965,0.5,,
12/02/2018 17:58,XgnpYXuFiCrKPRqbXUs1Ezc5G9fK6kqCqf,19966,0.5,,
12/02/2018 17:59,XbgdyRcZMMn7p9MAHEN1gXRwszMmKhV8DA,19967,0.5,,
12/02/2018 17:59,XskYJ548arQFBWXha7YUW2xkRt7ShS8XhE,19968,0.5,,
12/02/2018 18:00,XvFgmSGd6tuWFjENdxYdrotkaiWysp8QJp,19969,0.5,,
12/02/2018 18:00,Xmo4dKd5KAK295xD3oZqGQqGdNswhauW6n,19970,0.5,,
12/02/2018 18:01,Xo8SwsR6NWsFpG3RfvZnVzZJcysg51mNEs,19971,0.5,,
12/02/2018 18:01,XpGVnkQKe6srdjVFzpZGfhGzapLNg8osCi,19972,2.5,,
12/02/2018 18:01,XhovFvgC5faBxt7mCM1BxtojtPVtecnsKY,19973,0.5,,
12/02/2018 18:02,XsuNGfyjMiq6XKjx67DDLni93JecnJc3ko,19974,1,,
12/02/2018 18:02,XfU4nAfBcKKXKrqaLP2fFiYeB64Kfp7n9G,19975,0.5,,
12/02/2018 18:02,Xh7orgx9NBrQYgkTTnDfJa3GZLo7GdHSdG,19976,0.5,,
12/02/2018 18:02,XbXwu8oXLxHQkhiUzefyGJK6gDJwMacHR2,19977,0.5,,
12/02/2018 18:02,XvrpixxvPwTdvMqY8XqAHX2WZPDQxt3rpQ,19978,0.5,,
12/02/2018 18:03,Xc6XNGLroKxf9XmrvkAqrRPdvXKh51wQS3,19979,0.5,,
12/02/2018 18:03,XmjpA9DanDLF3xPXo8MtbDKqEHCuaZRr9b,19980,0.5,,
12/02/2018 18:04,Xg914nXETViKjENshsP9tA9VSuCKEeFS7Z,19981,0.5,,
12/02/2018 18:04,XqNwro3ZnbMgEdNY1Ebo5eKi6ZCBU3sNaj,19982,0.5,,
12/02/2018 18:05,Xy9DS5Cvbowv5u6gLeFkPz1sZUhDjK7ss2,19983,0.5,,
12/02/2018 18:05,XpJVuZhW1KE27o8R3xxF1D7DwoFjMU1yHg,19984,0.5,,
12/02/2018 18:06,XcR4gjYGKvnNpdVFQumtmjirpsA2Ruq3yJ,19985,0.5,,
12/02/2018 18:07,Xcg7d8cj9JUn7tEeDPJU3etBUxyZppTFvx,19986,0.5,,
12/02/2018 18:08,Xs5f4mS5Pu21tRZTbyP7rGBtj9ozdcwc18,19987,0.5,,
12/02/2018 18:08,XbyNwPDvdyFx6q2q3Si1MhknyR499cGB6A,19988,0.5,,
12/02/2018 18:08,XpwiMzpLLD3v3ZdKs1Eq1qLTQ6Yk8f8cD7,19989,0.5,,
12/02/2018 18:08,XyahFQsicjp9PX2PMgG6g5Wnuw8vZRUhv4,19990,0.5,,
12/02/2018 18:08,XxVk7BsHx41XsD2DujaXYK2tcxeHy7CwGJ,19991,0.5,,
12/02/2018 18:08,XbETvBf75WSNHFmtSWQh59A3nsAUvVBQtK,19992,0.5,,
12/02/2018 18:09,XtcZoiSsvsfADtjVcHPo1mo7ZXWgdwHuhp,19993,0.5,,
12/02/2018 18:09,Xyg3rJaFQFTGH3RfZZwgboCZFedTCRpQdX,19994,1,,
12/02/2018 18:09,Xe4DyivnxpPjyfuXcMdtDJ3tWCedBLSsbM,19995,0.5,,
12/02/2018 18:10,XmwgqmjwamCGi2bK1RWAT26Evsf1MgM7Jr,19996,0.5,,
12/02/2018 18:10,XcX8eUVxg3D8Esxeg4GSgxm1ZXxNLXB3x7,19997,3.5,,
12/02/2018 18:10,XfMpUVurZiCYGxxiJcnSQpEiz2wSVpNyNH,19998,0.5,,
12/02/2018 18:11,Xo7wYhendQZBGC3rNABaByJBYEdpm85Q9X,19999,0.5,,
12/02/2018 18:11,XxKN32ziy8kjaVTscHtUv5kkh556pri5EY,20000,0.5,,
12/02/2018 18:11,XqBowXcYbj5jt7uKrpi9xnJTMaiujdJiUE,20001,0.5,,
12/02/2018 18:11,XdsHV6ws9SUDnn7iP92nVYDv8Ef4SiB4wf,20002,5.5,,
12/02/2018 18:12,Xh1DigGT1aJvKRZegkLfjtYbfnxwnHPQQy,20003,1,,
12/02/2018 18:13,XhfajHXd8DJYrz1wdhYvrpmpFz9X6FKvFN,20004,0.5,,
12/02/2018 18:13,XcfYTP9PpfyxXnbeSN8H4h7vS3uqq9rM6C,20005,0.5,,
12/02/2018 18:13,XeTiDFWQQGXnPLJ3kAjx5FE6dLG8V31grp,20006,0.5,,
12/02/2018 18:13,Xua1bdPbvMKAkzeZtNSD5vsifA1PoGT5kq,20007,1,,
12/02/2018 18:13,Xd36srH48bojLuaz1UmdmbEMLye3xzji7X,20008,0.5,,
12/02/2018 18:13,XmvevTZEDnYehuYfLtCoCheVqHkx3JDxMe,20009,0.5,,
12/02/2018 18:14,Xit9BYYrdbE5JzsCrqcNPhKQnvkkVJQtNk,20010,1,,
12/02/2018 18:14,XmpKAVmBPGGFeoSv6zM7toTJ8wqVDc8e6Q,20011,0.5,,
12/02/2018 18:14,XjjrjQgzGKcJTwH31hkHX9CPKCSsBA7MDQ,20012,0.5,,
12/02/2018 18:14,Xi4faDnHxHY8CaDXYARxtcvacBiHWzQao5,20013,1.5,,
12/02/2018 18:14,XwZpf8MhuFuYMDq1ctRsybzqFyXiaHAi7d,20014,0.5,,
12/02/2018 18:14,XkfLdzNurMSHSs6VuWQJWnMq2sy3pbQUBq,20015,0.5,,
12/02/2018 18:15,Xw4tGAyCuzAPdTXJfcST8dLu7dyfn2hnaU,20016,0.5,,
12/02/2018 18:15,XyQMog7euAkgFZqP3zGbKSjuXumwJ2iUgH,20017,0.5,,
12/02/2018 18:15,XirDjmjg9rqRnnCCJZkjLvP4AsakSSLGZR,20018,0.5,,
12/02/2018 18:15,XufJbhT6XFVkqVLFswRBbw3UHM2dPgD3Pt,20019,0.5,,
12/02/2018 18:15,XfssYM28V7SEbU4qJkLLwtZDwZzgJtGVgo,20020,1,,
12/02/2018 18:15,XjSsM8BAeLKvdN2enT7udp11s2G9J3CeDZ,20021,0.5,,
12/02/2018 18:16,XeAJmhUimqwUKsjjfGjBnoWqybvc6Jz9vo,20022,0.5,,
12/02/2018 18:17,Xop8nxoqZfZfHGRnTzaN1sbRuMgxCnrUuT,20023,0.5,,
12/02/2018 18:17,XfkktArcaZV9GyF4APM9vQ6aYccDoixw3B,20024,0.5,,
12/02/2018 18:17,Xcy51kNyNSJPMHnYfgYcP6exHLcV9HQ4Yh,20025,0.5,,
12/02/2018 18:18,XwKdr5oabh7wtSDq28WKrcUnuL7pyFZuB2,20026,0.5,,
12/02/2018 18:19,XbZtgSzg7go9g2n2B75D4AkP8i75maD1uF,20027,1.5,,
12/02/2018 18:19,XmY8Riqt1jWtMkBc6xdMppPbcujcofs6KU,20028,1,,
12/02/2018 18:20,XnGc2TidUYjyfDwzKPM5M9KG35z8e9gxzU,20029,0.5,,
12/02/2018 18:20,Xm1c9S2F8y9YPfDeUyu6cP7nTiDKVVb97N,20030,0.5,,
12/02/2018 18:21,XusiAbKa4aHkFQpPNH5z3acJJ4oUzKroCN,20031,0.5,,
12/02/2018 18:21,XrTZRb78ZXcSeEj9DLYGsQQ6zv6yi7ypZt,20032,0.5,,
12/02/2018 18:21,Xvkt7TuWKph3HTg5oV5tKXNag4px92AAe7,20033,0.5,,
12/02/2018 18:22,XydVXZc7tA7C281E6B33RWbxdnHfXiDzMP,20034,0.5,,
12/02/2018 18:22,XdEjPZU3JCPigMaB4Hs1zxTas8J8TDwvH1,20035,1.5,,
12/02/2018 18:22,XrcaSmLXAGJExnwSU3cWWBU3tB6D74gZ88,20036,0.5,,
12/02/2018 18:22,Xtj92aaSiaY4TRc96R8KRhstZ29UujQygB,20037,0.5,,
12/02/2018 18:22,Xjp3ogRru3NcqjoEC2cq53RVWWswsMZFRx,20038,0.5,,
12/02/2018 18:23,Xq2jRnedb8hnepx2WQCMfCFZfGSsJJWmk9,20039,0.5,,
12/02/2018 18:24,XnUn9b9hnFwrfjoCP9Ztr2jtBKQjeHKFVe,20040,0.5,,
12/02/2018 18:24,XiiaKT6fZYqDmZUUYELNr4GuZjs7E772u4,20041,0.5,,
12/02/2018 18:24,XgCFfhN92CVwQ7bCrQQYfsUneTamj45Vdw,20042,0.5,,
12/02/2018 18:25,XapuHx9AfVfqTqumkTE8yC7KvggjHQ2rHc,20043,0.5,,
12/02/2018 18:25,XxR9D1gtxLmN3HDGENcTStih8yqoLYPjhW,20044,0.5,,
12/02/2018 18:25,XiP6pqyuDNT6SFBcA3vq3t52i8LxuJeG1h,20045,0.5,,
12/02/2018 18:26,XnrZDjMohxXk4fWK8kgNME62b7YW5AhD5f,20046,0.5,,
12/02/2018 18:26,XfV7gK6K5er1HUSJykhoKbUymVxxgnwAcn,20047,0.5,,
12/02/2018 18:27,XmzG5SXPP8nZadnC3WaybXHq2eJS4UWQTN,20048,0.5,,
12/02/2018 18:27,Xp9KVvQcwnMdWTb9ZnB28kTPW6W2x7ibXv,20049,0.5,,
12/02/2018 18:27,XrFHDeoibc4Q69Ngv9sBPG29vteaZTSLhr,20050,0.5,,
12/02/2018 18:27,XxkmfT8z2kfngC7B4yX4gh6uzobnPzkVaz,20051,0.5,,
12/02/2018 18:27,XuN4JFQBWNupg1e1m8JLZW5TUPevUrZxWG,20052,1.5,,
12/02/2018 18:27,XqD364RK1YEkuCy4JHSMcrGHNT9goTHeXr,20053,0.5,,
12/02/2018 18:27,XsPNvjcdmoYpFwi6Vkp7AgPFo8zwciDRK4,20054,0.5,,
12/02/2018 18:28,Xii8TRqFGmhArmzoFUcQWJpLUvap3xZ9Ad,20055,0.5,,
12/02/2018 18:33,XsBykNYsfaknon3EYZ9m5C5kqy9KLtGeQv,20056,0.5,,
12/02/2018 18:41,XtXfTaYrCGxp3eCStetd2YuYQoAQhuq1ub,20057,0.5,,
12/02/2018 18:42,XjsfaJcvG9zKBjLFCaiVbq2MkQHPo7p9YZ,20058,0.5,,
12/02/2018 18:42,XkhJCs1YpUyA6GXPkYBLaqerp5W1FoeHJ8,20059,0.5,,
12/02/2018 18:42,Xq1cwBpG9rkmHdvrFA8CdqfQPozQBqkrBT,20060,0.5,,
12/02/2018 18:42,Xg6TGWxa49nevUburCuusPgoJwZoJqwNbH,20061,0.5,,
12/02/2018 18:43,XkNC1VZFNXhERLZGtvynF13drcQ5rc2nrj,20062,0.5,,
12/02/2018 18:43,Xhqmf9nJMnqb7Sj26bHVguBJCDHBvSStnd,20063,0.5,,
12/02/2018 18:43,XbhLaNKXzHg7YonVNR87iqCx8i9Y4jtDYy,20064,0.5,,
12/02/2018 18:43,XhZXvMAXegKcXdECnSchQgfWr6K8YrBH2h,20065,0.5,,
12/02/2018 18:43,XiYXvhvjyHqxhAVopGpzuGUXcVgJhv9Cen,20066,0.5,,
12/02/2018 18:44,XcJ77wNYTWanjwKQJq3ksFfbpw5sgPmWzH,20067,0.5,,
12/02/2018 18:44,XotmrvqSyYRsKfJJyF6kmVCPVNXAiMp1gZ,20068,0.5,,
12/02/2018 18:45,XciKR7gUWnt73fcdqMnpLTRJjcud36qxYY,20069,0.5,,
12/02/2018 18:45,Xwf7C9gFbg9ZjauYPrccTT1bFXdoX9KMjz,20070,0.5,,
12/02/2018 18:46,XsPi5gzvmXpjb8ho4SXH7zFhigxhdZ1jAv,20071,0.5,,
12/02/2018 18:46,XrYzfqewJHCSPxgTg21zyVKp8UH7XC7eyx,20072,0.5,,
12/02/2018 18:47,XcKaSqP7dBX9oXoELuhhUbmaqMDdF7M1e4,20073,0.5,,
12/02/2018 18:47,XyTCQPt1MVVjNMcd1qDZJLBefiwAZ4Rqr7,20074,0.5,,
12/02/2018 18:47,Xfd3JiMyQJH54y5nEi7CF53CKBFfbczbk5,20075,0.5,,
12/02/2018 18:48,Xmidp291E4vya5yZvhXnDfXRfcQujH2sfU,20076,0.5,,
12/02/2018 18:48,XixYHb1T8CNieydhMPnVsnmYCjaUuJhEPH,20077,2,,
12/02/2018 18:48,XoeMaJ9i1jipFKF91ovF3zrRdFzGNGsndR,20078,0.5,,
12/02/2018 18:48,XtbgVGFUGG28RMbBX2G2ZNxw1DE8dM2kqT,20079,0.5,,
12/02/2018 18:48,XmKigeVuCTyY36MYsznWAyEVBXHQL1mStb,20080,0.5,,
12/02/2018 18:49,XxQtDBd8DKELZqUVfmjhLUp9DV4yeBRv7Q,20081,0.5,,
12/02/2018 18:49,Xj6iVcHcr2yjaWfU9VkhB43gFnsYyUdoH5,20082,0.5,,
12/02/2018 18:49,XhspCDmiNUqTANQw8uY3WaVqPEQjwHTUPd,20083,1.5,,
12/02/2018 18:49,XkRcTin9zgD9HA3ZHgSNhXD1uiz2HyqL7Z,20084,1,,
12/02/2018 18:49,Xy9mFACNMEAS4ThK3f6tjpT9jpLSTz4M29,20085,1,,
12/02/2018 18:49,XrZbKSzhSMmAijfNj7v72UxLscwn2JsPCG,20086,0.5,,
12/02/2018 18:49,XgRiz2tMZMCeG1m2mLg6miAqGXNbKhDnBR,20087,2.5,,
12/02/2018 18:49,Xs3n3j2dcZQ8Rnu4SJzQtGD1e3BskAv2sC,20088,0.5,,
12/02/2018 18:50,XhDFJhq8iksT2A9UFAavbXxMaAw8SLVzNk,20089,1,,
12/02/2018 18:50,XiMRVVJ1ff9BBHyxnpdjKwp2oGLDhBLrmu,20090,0.5,,
12/02/2018 18:50,XhQTM18qEHjo8Q35kAJLBtc7Si3BerrWYg,20091,0.5,,
12/02/2018 18:51,XjkdiEQeNy1QGNSttSXd9JEBeGgwNf6LCA,20092,0.5,,
12/02/2018 18:51,Xr19BoperpANSLpbdqGfBdFSBVaiGywat2,20093,0.5,,
12/02/2018 18:51,XfAi2jzF17Sk5vqj7GSNW6K9T3aDPPFkrJ,20094,0.5,,
12/02/2018 18:51,XidaHzq9HyMxikLge1QpmaPxv4xUCWifPs,20095,0.5,,
12/02/2018 18:52,XcRBXDk4zv2tpUCccCToGVdJ7j6yG4gpov,20096,1,,
12/02/2018 18:52,XyUMAWGsjW8tHiVEDTbLPZBaDppxHQwx1r,20097,0.5,,
12/02/2018 18:52,XeH9W5XxQ1n3D85JrBCXHJg6zLqXaZjikG,20098,0.5,,
